Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
lindt-lindor-truffles-assorted-token-gift-box,Lindt Lindor Truffles Assorted Token Gift Box,"<h2>First, imagine the person who you are going to greet.</h2>
<p>Put several questions to yourself: what is their hobby? What kind of things do they already have? Is it something fancy or closer to minimalism? Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one. If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it.</p>
<p>Apart from that, <a target=""_blank"" href=""https://www.youtube.com/watch?v=YlagcvqQjLQ"">you can get a gift voucher</a> - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!</p>
<h2>What exactly can you get at our store?</h2>
<p>There are several thousands of gift items at your disposal, all classified. And this classification is the thing which will help you out.</p>
<p>Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>
<ul>
<li>There are several thousands of gift items at your disposal, all classified.</li>
<li>And this classification is the thing which will help you out.</li>
<li>There are ‘Gifts for him’, ‘Gifts for her’ or ‘Gifts for kids’ - use the ideas suggested there, they might give you a hint what can be a good gift for the person.</li>
</ul>
<h3>If you know the answer - congrats, you’ve almost chosen the perfect gift</h3>
<p>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>
<blockquote>
<p>Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one. If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it.</p>
</blockquote>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Also you can choose a gift for a house - this gift type is usually one of the most demanded ones. Choose ‘Gifts for a bedroom/kitchen/garden’ section and see what is offered there. What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>",Classygift,Jewelry,"Dolor, Sit amet",true,Title,Default Title,,,,,,0,shopify,98,deny,manual,135.00,,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/lindt_lindor_truffles_assorted_token_gift_box_1.png?v=1553603284,1,,false,,,,,,,,,,,,,,,,,kg,,
lindt-lindor-truffles-assorted-token-gift-box,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/lindt_lindor_truffles_assorted_token_gift_box_2.png?v=1553603284,2,,,,,,,,,,,,,,,,,,,,,
lindt-lindor-truffles-assorted-token-gift-box,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/lindt_lindor_truffles_assorted_token_gift_box_3.png?v=1553603284,3,,,,,,,,,,,,,,,,,,,,,
lindt-lindor-truffles-assorted-token-gift-box,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/lindt_lindor_truffles_assorted_token_gift_box_4.png?v=1553603284,4,,,,,,,,,,,,,,,,,,,,,
lindt-lindor-truffles-assorted-token-gift-box,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/lindt_lindor_truffles_assorted_token_gift_box_5.png?v=1553603284,5,,,,,,,,,,,,,,,,,,,,,
improving-lifestyles-leather-men-tri-fold-wallet-fixed-flip-up-window-id-with-free-organza-gift-bag,Improving Lifestyles Leather Men Tri Fold Wallet FIXED Flip Up Window ID with FREE Organza Gift Bag,"<p>Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist. First, imagine the person who you are going to greet. Put several questions to yourself: what is their hobby? What kind of things do they already have? Is it something fancy or closer to minimalism? Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one.</p>
<h3>First, imagine the person who you are going to greet.</h3>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Define the type of nature they possess: a romantic or pragmatic and down-to-earth one:</p>
<ul>
<li>Count on us</li>
<li>Define the type of nature they possess</li>
<li>Put several questions to yourself</li>
</ul>
<p>What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. The very usage of it brings pleasure and light to their owners.</p>
<h4>What kind of things do they already have?</h4>
<p>Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist. First, imagine the person who you are going to greet.</p>",Classygift,Toys,"",true,Color,Black,Size,XL,Type,Wood,,1200,shopify,100,continue,manual,90.00,95.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/improving_lifestyles_leather_men_tri_fold_wallet_fixed_flip_up_window_id_with_free_organza_gift_bag_1.png?v=1553603269,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/improving_lifestyles_leather_men_tri_fold_wallet_fixed_flip_up_window_id_with_free_organza_gift_bag_1.png?v=1553603269,lb,,
improving-lifestyles-leather-men-tri-fold-wallet-fixed-flip-up-window-id-with-free-organza-gift-bag,,,,,,,,Blue,,XXL,,Metal,,2500,shopify,100,deny,manual,95.00,99.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/improving_lifestyles_leather_men_tri_fold_wallet_fixed_flip_up_window_id_with_free_organza_gift_bag_2.png?v=1553603269,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/improving_lifestyles_leather_men_tri_fold_wallet_fixed_flip_up_window_id_with_free_organza_gift_bag_2.png?v=1553603269,kg,,
improving-lifestyles-leather-men-tri-fold-wallet-fixed-flip-up-window-id-with-free-organza-gift-bag,,,,,,,,Red,,XL,,Wood,,800,shopify,1,deny,manual,89.00,95.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/improving_lifestyles_leather_men_tri_fold_wallet_fixed_flip_up_window_id_with_free_organza_gift_bag_3.png?v=1553603269,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/improving_lifestyles_leather_men_tri_fold_wallet_fixed_flip_up_window_id_with_free_organza_gift_bag_3.png?v=1553603269,oz,,
improving-lifestyles-leather-men-tri-fold-wallet-fixed-flip-up-window-id-with-free-organza-gift-bag,,,,,,,,Black,,XXL,,Paper,,100,shopify,13,continue,manual,90.00,96.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/improving_lifestyles_leather_men_tri_fold_wallet_fixed_flip_up_window_id_with_free_organza_gift_bag_4.png?v=1553603269,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/improving_lifestyles_leather_men_tri_fold_wallet_fixed_flip_up_window_id_with_free_organza_gift_bag_4.png?v=1553603269,g,,
improving-lifestyles-leather-men-tri-fold-wallet-fixed-flip-up-window-id-with-free-organza-gift-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/improving_lifestyles_leather_men_tri_fold_wallet_fixed_flip_up_window_id_with_free_organza_gift_bag_5.png?v=1553603269,5,,,,,,,,,,,,,,,,,,,,,
handmade-wooden-domino-game-with-nautical-storage-box-complete-game-set,Handmade Wooden Domino Game with Nautical Storage Box - Complete Game Set,"<h3>First, imagine the person who you are going to greet</h3>
<p>The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist.</p>
<p>Put several questions to yourself: what is their hobby?</p>
<ol>
<li>What kind of things do they already have?</li>
<li>Is it something fancy or closer to minimalism?</li>
<li>Define the type of nature they possess: a romantic or pragmatic and down-to-earth one.</li>
</ol>
<p><strong></strong>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - <strong>please feel free to contact us, we’ll gladly help you</strong>!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you.</p>
<h4>No matter who you have to choose a gift for - we are here to assist</h4>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Choose ‘Gifts for a bedroom/kitchen/garden’ section and see what is offered there. What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. <a target=""_blank"" href=""https://www.youtube.com/watch?v=YlagcvqQjLQ"">Remember: a great present may be an everyday thing but shaped in a highly aesthetic way</a>. The very usage of it brings pleasure and light to their owners. What kind of things do they already have?</p>",Classygift,Toys,Lorem ipsum,true,Title,Default Title,,,,,654654654-56,0,shopify,0,deny,manual,99.00,,true,false,'541265746854231,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/handmade_wooden_domino_game_with_nautical_storage_box_-_complete_game_set_1.png?v=1553603257,1,,false,,,,,,,,,,,,,,,,,kg,,
handmade-wooden-domino-game-with-nautical-storage-box-complete-game-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/handmade_wooden_domino_game_with_nautical_storage_box_-_complete_game_set_2.png?v=1553603257,2,,,,,,,,,,,,,,,,,,,,,
handmade-wooden-domino-game-with-nautical-storage-box-complete-game-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/handmade_wooden_domino_game_with_nautical_storage_box_-_complete_game_set_3.png?v=1553603257,3,,,,,,,,,,,,,,,,,,,,,
handmade-wooden-domino-game-with-nautical-storage-box-complete-game-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/handmade_wooden_domino_game_with_nautical_storage_box_-_complete_game_set_4.png?v=1553603257,4,,,,,,,,,,,,,,,,,,,,,
handmade-wooden-domino-game-with-nautical-storage-box-complete-game-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/handmade_wooden_domino_game_with_nautical_storage_box_-_complete_game_set_5.png?v=1553603257,5,,,,,,,,,,,,,,,,,,,,,
golden-state-fruit-flora-dried-fruit-and-nut-gift-tray,Golden State Fruit Flora Dried Fruit and Nut Gift Tray,"<h2>No matter who you have to choose a gift for - we are here to assist</h2>
<p>The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you.</p>
<p><strong></strong>Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: <strong>a great present may be an everyday thing</strong> but shaped in a highly aesthetic way.</p>
The very usage of it brings pleasure and light to their owners. <a target=""_blank"" href=""https://www.youtube.com/watch?v=YlagcvqQjLQ"">Apart from that, you can get a gift voucher</a> - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist.<br>
<ul>
<li>Count on us</li>
<li>Is it something fancy or closer to minimalism?</li>
</ul>
<p>If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it. Nevertheless, you still might be thinking ‘how do I choose a gift if I don’t know the person well?’ Count on us. There are several thousands of gift items at your disposal, all classified. And this classification is the thing which will help you out.</p>",Classygift,Souvenirs,"",true,Title,Default Title,,,,,'327038,4500,shopify,100,deny,manual,49.00,88.00,true,true,555-6322-1,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/golden_state_fruit_flora_dried_fruit_and_nut_gift_tray_1.png?v=1553603242,1,,false,,,,,,,,,,,,,,,,,kg,,
golden-state-fruit-flora-dried-fruit-and-nut-gift-tray,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/golden_state_fruit_flora_dried_fruit_and_nut_gift_tray_2.png?v=1553603242,2,,,,,,,,,,,,,,,,,,,,,
golden-state-fruit-flora-dried-fruit-and-nut-gift-tray,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/golden_state_fruit_flora_dried_fruit_and_nut_gift_tray_3.png?v=1553603242,3,,,,,,,,,,,,,,,,,,,,,
golden-state-fruit-flora-dried-fruit-and-nut-gift-tray,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/golden_state_fruit_flora_dried_fruit_and_nut_gift_tray_4.png?v=1553603242,4,,,,,,,,,,,,,,,,,,,,,
golden-state-fruit-flora-dried-fruit-and-nut-gift-tray,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/golden_state_fruit_flora_dried_fruit_and_nut_gift_tray_5.png?v=1553603242,5,,,,,,,,,,,,,,,,,,,,,
game-chinese-checkers-with-marbles-handcrafted-wooden-toys-from-india,Game Chinese Checkers with Marbles Handcrafted Wooden Toys from India,"<p>The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!</p>
<h4>Choosing a gift may be an incredibly challenging thing to do…</h4>
<ol>
<li>First, imagine the person who you are going to greet</li>
<li>Put several questions to yourself: what is their hobby?</li>
<li>What kind of things do they already have?</li>
<li>Is it something fancy or closer to minimalism?</li>
</ol>
<p><strong></strong>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. <strong>The very usage of it brings pleasure and light to their owners.</strong> Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you.</p>
<p>If you know what a person does go to the ‘Interest section’: you’ll see the gifts for cooks, cyclists, gardereners, pet lovers, owl owners and for many more.</p>",Classygift,Jewelry,"Dolor, Lorem ipsum, Sit amet",true,Size,L,,,,,327AE-6,700,,99,deny,manual,60.00,,false,true,'327038522,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/game_chinese_checkers_with_marbles_handcrafted_wooden_toys_from_india_1.png?v=1553603226,1,,false,,,,,,,,,,,,,,,,,kg,,
game-chinese-checkers-with-marbles-handcrafted-wooden-toys-from-india,,,,,,,,XL,,,,,556-62225,1500,,1,deny,manual,65.00,70.00,true,true,'48245687465,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/game_chinese_checkers_with_marbles_handcrafted_wooden_toys_from_india_2.png?v=1553603226,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/game_chinese_checkers_with_marbles_handcrafted_wooden_toys_from_india_2.png?v=1553603226,kg,,
game-chinese-checkers-with-marbles-handcrafted-wooden-toys-from-india,,,,,,,,XXL,,,,,'64554,300,shopify,50,deny,manual,66.00,,true,true,'2353565467,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/game_chinese_checkers_with_marbles_handcrafted_wooden_toys_from_india_3.png?v=1553603226,3,,,,,,,,,,,,,,,,,,,kg,,
game-chinese-checkers-with-marbles-handcrafted-wooden-toys-from-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/game_chinese_checkers_with_marbles_handcrafted_wooden_toys_from_india_4.png?v=1553603226,4,,,,,,,,,,,,,,,,,,,,,
game-chinese-checkers-with-marbles-handcrafted-wooden-toys-from-india,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/game_chinese_checkers_with_marbles_handcrafted_wooden_toys_from_india_5.png?v=1553603226,5,,,,,,,,,,,,,,,,,,,,,
french-vanilla-bath-gift-set,French Vanilla Bath Gift Set,"<h2>First, imagine the person who you are going to greet.</h2>
<p>Put several questions to yourself: what is their hobby? What kind of things do they already have? Is it something fancy or closer to minimalism? Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one. If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it.</p>
<p>Apart from that, <a target=""_blank"" href=""https://www.youtube.com/watch?v=YlagcvqQjLQ"">you can get a gift voucher</a> - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!</p>
<h2>What exactly can you get at our store?</h2>
<p>There are several thousands of gift items at your disposal, all classified. And this classification is the thing which will help you out.</p>
<p>Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>
<ul>
<li>There are several thousands of gift items at your disposal, all classified.</li>
<li>And this classification is the thing which will help you out.</li>
<li>There are ‘Gifts for him’, ‘Gifts for her’ or ‘Gifts for kids’ - use the ideas suggested there, they might give you a hint what can be a good gift for the person.</li>
</ul>
<h3>If you know the answer - congrats, you’ve almost chosen the perfect gift</h3>
<p>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>
<blockquote>
<p>Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one. If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it.</p>
</blockquote>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Also you can choose a gift for a house - this gift type is usually one of the most demanded ones. Choose ‘Gifts for a bedroom/kitchen/garden’ section and see what is offered there. What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>",Classygift,Gift Baskets,"Dolor, Sit amet",true,Title,Default Title,,,,,,0,shopify,98,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/french_vanilla_bath_gift_set_1.png?v=1553603202,1,,false,,,,,,,,,,,,,,,,,kg,,
french-vanilla-bath-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/french_vanilla_bath_gift_set_2.png?v=1553603202,2,,,,,,,,,,,,,,,,,,,,,
french-vanilla-bath-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/french_vanilla_bath_gift_set_3.png?v=1553603202,3,,,,,,,,,,,,,,,,,,,,,
french-vanilla-bath-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/french_vanilla_bath_gift_set_4.png?v=1553603202,4,,,,,,,,,,,,,,,,,,,,,
french-vanilla-bath-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/french_vanilla_bath_gift_set_5.png?v=1553603202,5,,,,,,,,,,,,,,,,,,,,,
free-fisher-unisex-knit-beanie-stubble-beard,Free Fisher Unisex Knit Beanie Stubble Beard,"<p>Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist. First, imagine the person who you are going to greet. Put several questions to yourself: what is their hobby? What kind of things do they already have? Is it something fancy or closer to minimalism? Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one.</p>
<h3>First, imagine the person who you are going to greet.</h3>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Define the type of nature they possess: a romantic or pragmatic and down-to-earth one:</p>
<ul>
<li>Count on us</li>
<li>Define the type of nature they possess</li>
<li>Put several questions to yourself</li>
</ul>
<p>What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. The very usage of it brings pleasure and light to their owners.</p>
<h4>What kind of things do they already have?</h4>
<p>Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist. First, imagine the person who you are going to greet.</p>",Classygift,Jewelry,"",true,Color,Black,Size,XL,Type,Wood,,1200,shopify,100,continue,manual,35.00,40.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_1.png?v=1553603187,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_1.png?v=1553603187,lb,,
free-fisher-unisex-knit-beanie-stubble-beard,,,,,,,,Blue,,XXL,,Metal,,2500,shopify,100,deny,manual,39.00,43.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_2.png?v=1553603187,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_2.png?v=1553603187,kg,,
free-fisher-unisex-knit-beanie-stubble-beard,,,,,,,,Red,,XL,,Wood,,800,shopify,1,deny,manual,35.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_3.png?v=1553603187,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_3.png?v=1553603187,oz,,
free-fisher-unisex-knit-beanie-stubble-beard,,,,,,,,Black,,XXL,,Paper,,100,shopify,13,continue,manual,37.00,42.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_4.png?v=1553603187,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_4.png?v=1553603187,g,,
free-fisher-unisex-knit-beanie-stubble-beard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_5.png?v=1553603187,5,,,,,,,,,,,,,,,,,,,,,
burts-bees-baby-bee-getting-started-gift-set,Burt's Bees Baby Bee Getting Started Gift Set,"<h3>First, imagine the person who you are going to greet</h3>
<p>The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist.</p>
<p>Put several questions to yourself: what is their hobby?</p>
<ol>
<li>What kind of things do they already have?</li>
<li>Is it something fancy or closer to minimalism?</li>
<li>Define the type of nature they possess: a romantic or pragmatic and down-to-earth one.</li>
</ol>
<p><strong></strong>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - <strong>please feel free to contact us, we’ll gladly help you</strong>!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you.</p>
<h4>No matter who you have to choose a gift for - we are here to assist</h4>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Choose ‘Gifts for a bedroom/kitchen/garden’ section and see what is offered there. What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. <a target=""_blank"" href=""https://www.youtube.com/watch?v=YlagcvqQjLQ"">Remember: a great present may be an everyday thing but shaped in a highly aesthetic way</a>. The very usage of it brings pleasure and light to their owners. What kind of things do they already have?</p>",Classygift,Jewelry,"",true,Title,Default Title,,,,,654654654-56,0,shopify,0,deny,manual,50.00,,true,false,'541265746854231,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/burts_bees_baby_bee_getting_started_gift_set_1.png?v=1553603172,1,,false,,,,,,,,,,,,,,,,,kg,,
burts-bees-baby-bee-getting-started-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/burts_bees_baby_bee_getting_started_gift_set_2.png?v=1553603172,2,,,,,,,,,,,,,,,,,,,,,
burts-bees-baby-bee-getting-started-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/burts_bees_baby_bee_getting_started_gift_set_3.png?v=1553603172,3,,,,,,,,,,,,,,,,,,,,,
burts-bees-baby-bee-getting-started-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/burts_bees_baby_bee_getting_started_gift_set_4.png?v=1553603172,4,,,,,,,,,,,,,,,,,,,,,
burts-bees-baby-bee-getting-started-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/burts_bees_baby_bee_getting_started_gift_set_5.png?v=1553603172,5,,,,,,,,,,,,,,,,,,,,,
